iter	Logloss
243	0.4105786031
244	0.4105243683
245	0.4104174856
246	0.4103304698
247	0.4102185415
248	0.4101408081
249	0.4100700938
250	0.409997467
251	0.4098839518
252	0.4098120778
253	0.4096979675
254	0.4096545105
255	0.4095652873
256	0.409551473
257	0.4094698232
258	0.4093866882
259	0.4093259074
260	0.4092250417
261	0.4091842702
262	0.4091053263
263	0.4090690002
264	0.4089494324
265	0.4088581696
266	0.408747757
267	0.4086794739
268	0.4086471405
269	0.408607137
270	0.4085071767
271	0.4084762929
272	0.4083951365
273	0.408285731
274	0.4081964264
275	0.4080947825
276	0.4080118408
277	0.4079091848
278	0.4078375295
279	0.4077513631
280	0.4076647542
281	0.4076115214
282	0.4075742747
283	0.4074760132
284	0.4073900859
285	0.4072856038
286	0.4072070567
287	0.40709611
288	0.4070095266
289	0.4068981527
290	0.4068599701
291	0.4067412974
292	0.4066694234
293	0.406583847
294	0.4064972432
295	0.4064210358
296	0.4063520711
297	0.4062320506
298	0.4061511587
299	0.4060725657
300	0.4059922892
301	0.4059046173
302	0.4058265381
303	0.405796697
304	0.4057084452
305	0.4055691681
306	0.4054878438
307	0.4053920237
308	0.4053470917
309	0.4052531433
310	0.4052003326
311	0.4051044006
312	0.405006546
313	0.4049340413
314	0.4048344065
315	0.4047295074
316	0.4046389821
317	0.4045593516
318	0.4044298096
319	0.4043607025
320	0.4042545726
321	0.4041953634
322	0.404132075
323	0.4040763194
324	0.4040069275
325	0.4039138997
326	0.4038001302
327	0.4037470093
328	0.4036721903
329	0.4035992177
330	0.4034794617
331	0.4034288686
332	0.4033595428
333	0.4033212331
334	0.4033147736
335	0.4032360077
336	0.4031724904
337	0.4031155446
338	0.4030552063
339	0.4029912059
340	0.4029200948
341	0.4028652598
342	0.402760437
343	0.4026930186
344	0.4026277466
345	0.40255631
346	0.4024958344
347	0.4024428253
348	0.402341507
349	0.4022978872
350	0.4022129618
351	0.4021525675
352	0.4020911051
353	0.402041509
354	0.4019732615
355	0.40189446
356	0.4018706563
357	0.4017971903
358	0.4017109833
359	0.4016428986
360	0.4015632782
361	0.4015052694
362	0.4014519857
363	0.4013931122
364	0.401330897
365	0.4012319794
366	0.4011587372
367	0.4011174062
368	0.4010699819
369	0.4010100454
370	0.400927302
371	0.4008511454
372	0.4007715556
373	0.400692571
374	0.4006462911
375	0.4005828654
376	0.4005128682
377	0.4004442902
378	0.4003870748
379	0.4003489838
380	0.4002689006
381	0.4001962687
382	0.4001457214
383	0.4001073863
384	0.4000642802
385	0.4000340322
386	0.3999087931
387	0.3998616689
388	0.399806427
389	0.3997886759
390	0.3996953888
391	0.3996401927
392	0.399532191
393	0.3994874217
394	0.399441213
395	0.3993413951
396	0.3993074493
397	0.3992360738
398	0.3991813609
399	0.3991037547
400	0.3990715179
401	0.3990098419
402	0.3989125977
403	0.3988658702
404	0.3988127136
405	0.398751887
406	0.3986882273
407	0.3986808014
408	0.3986360779
409	0.3985437113
410	0.3985112712
411	0.398437149
412	0.3983365987
413	0.3982695465
414	0.3982239482
415	0.3981485189
416	0.3980557505
417	0.3979995066
418	0.3979104665
419	0.3978420003
420	0.397764562
421	0.3976783447
422	0.3975819194
423	0.3975317535
424	0.3974752808
425	0.3973994191
426	0.3973618266
427	0.3973153992
428	0.3972450053
429	0.3972068685
430	0.3971029714
431	0.3971018829
432	0.3970132294
433	0.3969607442
434	0.3968937683
435	0.3968163045
436	0.3967991384
437	0.3967524923
438	0.3966478322
439	0.396639562
440	0.3965491435
441	0.3964625549
442	0.3963960826
443	0.3963250783
444	0.3962463531
445	0.3961746572
446	0.3960820719
447	0.3959805145
448	0.3959150238
449	0.3958687286
450	0.3958209788
451	0.3957283885
452	0.3957118378
453	0.3957077077
454	0.3956390025
455	0.3955603638
456	0.3954685516
457	0.3954257863
458	0.3953556519
459	0.395316035
460	0.3952258606
461	0.395099411
462	0.3950128326
463	0.3949222972
464	0.3948553772
465	0.3948002574
466	0.3947155101
467	0.3946568807
468	0.3946142527
469	0.3945541331
470	0.3945529582
471	0.3944948425
472	0.394398702
473	0.3943675435
474	0.3942800496
475	0.3942219442
476	0.3941455587
477	0.3940741425
478	0.3939739278
479	0.3939296316
480	0.3938637746
481	0.3938212433
482	0.393763382
483	0.3936918996
484	0.3936401265
485	0.3936045736
486	0.3935340271
487	0.3933951823
488	0.3933174693
489	0.3932677307
490	0.3932666931
491	0.3931827037
492	0.3931220856
493	0.3930806529
494	0.3930796865
495	0.3930213725
496	0.3929463603
497	0.3928866374
498	0.3928125712
499	0.3927692006
500	0.3927153829
501	0.3926638285
502	0.3925860545
503	0.3925604909
504	0.3924862467
505	0.3924352875
506	0.3923504283
507	0.392284022
508	0.3922059479
509	0.3921667124
510	0.392107254
511	0.3920188599
512	0.3919697673
513	0.3919274902
514	0.3918931173
515	0.3918538055
516	0.3917857005
517	0.3917750854
518	0.3917364197
519	0.3916738688
520	0.3916102041
521	0.39151975
522	0.3914803569
523	0.3914476624
524	0.3913658091
525	0.3913186188
526	0.3912265828
527	0.391185023
528	0.3911288808
529	0.3910696259
530	0.3910069224
531	0.3909483439
532	0.3908984019
533	0.3908777517
534	0.3908191579
535	0.3907768555
536	0.3907399139
537	0.3906348216
538	0.3905332845
539	0.390492335
540	0.3904309896
541	0.3904019928
542	0.3903656514
543	0.390303894
544	0.3902119242
545	0.3901343282
546	0.3900724894
547	0.3900342865
548	0.3899917094
549	0.3899016927
550	0.3898427022
551	0.3897804209
552	0.3897066193
553	0.3896461131
554	0.3895778605
555	0.3895093587
556	0.3894223836
557	0.3893665975
558	0.3893242391
559	0.389269043
560	0.3892283071
561	0.3891642965
562	0.3890852559
563	0.3890134328
564	0.3889790192
565	0.388940745
566	0.3888777161
567	0.3888203379
568	0.3887585246
569	0.3886292674
570	0.3885849406
571	0.388499822
572	0.3884957479
573	0.3883799642
574	0.388379303
575	0.3883378703
576	0.3882536672
577	0.3881967723
578	0.3881361949
579	0.3880990448
580	0.3880839691
581	0.3880142365
582	0.3879584452
583	0.3878730825
584	0.3878246816
585	0.3877661438
586	0.3877102814
587	0.3876401469
588	0.3875587413
589	0.3875315297
590	0.387476771
591	0.3874081421
592	0.3873599955
593	0.3873145752
594	0.387286616
595	0.3872368774
596	0.3871800079
597	0.3871474508
598	0.38704334
599	0.3870364787
600	0.387000412
601	0.3869697978
602	0.3868820953
603	0.3868103638
604	0.3867111969
605	0.386628657
606	0.3865367533
607	0.3864511719
608	0.3863542328
609	0.3862948964
610	0.3862514038
611	0.3862047221
612	0.3861360474
613	0.3860783386
614	0.3860129242
615	0.385940506
616	0.3858960063
617	0.3858634898
618	0.3858620962
619	0.3858380432
620	0.3857948303
621	0.3857011566
622	0.385649231
623	0.3855082855
624	0.3854973704
625	0.3854586894
626	0.385389033
627	0.3853289083
628	0.3852624105
629	0.385187439
630	0.385112086
631	0.3850258484
632	0.3849497121
633	0.3848810527
634	0.3848113861
635	0.3847785238
636	0.3847774302
637	0.3847226054
638	0.3846719716
639	0.3846231435
640	0.3845839539
641	0.3845055695
642	0.3844544881
643	0.3843937022
644	0.3843632762
645	0.3843404541
646	0.3842736104
647	0.3842035777
648	0.3841685181
649	0.3841178385
650	0.3840642955
651	0.3840019175
652	0.3840013835
653	0.3839409688
654	0.3838878937
655	0.3838282572
656	0.3837321879
657	0.3836873728
658	0.383638209
659	0.3835955607
660	0.3835490265
661	0.3834716085
662	0.3834445801
663	0.3833906606
664	0.3833149363
665	0.3832597961
666	0.3831799266
667	0.3831506958
668	0.3830748088
669	0.3830327962
670	0.3829865417
671	0.3828780314
672	0.3828316193
673	0.382831075
674	0.3827883046
675	0.3827205963
676	0.3826374766
677	0.3825428518
678	0.3824425608
679	0.3823947856
680	0.3823187866
681	0.3822745667
682	0.3821982931
683	0.3821176351
684	0.3820999451
685	0.382042277
686	0.3819851481
687	0.3819735209
688	0.3819215291
689	0.3818667603
690	0.3818249868
691	0.3817643026
692	0.3817325948
693	0.3816612752
694	0.3816045736
695	0.3815317332
696	0.3814799652
697	0.3814244181
698	0.3813796438
699	0.3813064982
700	0.3812686361
701	0.3811996358
702	0.3811460622
703	0.3810996399
704	0.3810436198
705	0.3809922536
706	0.380921519
707	0.380875707
708	0.3808455709
709	0.3808434041
710	0.3807371216
711	0.3806913808
712	0.3806481272
713	0.3805745494
714	0.3805128988
715	0.3804514821
716	0.3804057821
717	0.3803443654
718	0.3803161316
719	0.3802686259
720	0.3801853943
721	0.3801408335
722	0.3801018016
723	0.380060496
724	0.3800013784
725	0.3799494476
726	0.3798596242
727	0.3797682393
728	0.3797674255
729	0.3796939443
730	0.3795883535
731	0.3795254771
732	0.3794449768
733	0.3794367371
734	0.379386851
735	0.3793107808
736	0.3792582753
737	0.3792254333
738	0.3791647034
739	0.3791193288
740	0.37905867
741	0.3789531962
742	0.3789184062
743	0.3788480937
744	0.3788020426
745	0.3787558848
746	0.3787275848
747	0.3787267609
748	0.3787247823
749	0.3786759542
750	0.3786248932
751	0.3785622508
752	0.378510615
753	0.37846315
754	0.3784123739
755	0.3783263906
756	0.378233963
757	0.3781742096
758	0.3780977732
759	0.3780296427
760	0.3780022278
761	0.3779214681
762	0.377815506
763	0.3777429962
764	0.3777041066
765	0.377681778
766	0.3776317851
767	0.3775404307
768	0.3775093994
769	0.3774450226
770	0.3773666382
771	0.3772988485
772	0.3772027079
773	0.3771534729
774	0.3770852203
775	0.3770183614
776	0.3769589945
777	0.3769102631
778	0.3768627828
779	0.3767841288
780	0.3767383118
781	0.3766777344
782	0.3766358846
783	0.3765879618
784	0.3765672404
785	0.3765358988
786	0.3764565226
787	0.3764009806
788	0.376371287
789	0.3763072561
790	0.3762799174
791	0.3762104797
792	0.3760990601
793	0.3760454915
794	0.3759933421
795	0.3759173024
796	0.3758603414
797	0.37581663
798	0.3758082377
799	0.3757219645
800	0.3756602275
801	0.3756094055
802	0.3755917104
803	0.375522644
804	0.3754708455
805	0.3754277903
806	0.3753669281
807	0.3752394053
808	0.3751890208
809	0.3751295268
810	0.375053421
811	0.375005778
812	0.3749292196
813	0.3748762817
814	0.3748311615
815	0.3748240967
816	0.3747876943
817	0.3747397054
818	0.3746785431
819	0.3746299998
820	0.374590154
821	0.3744895223
822	0.3744267578
823	0.3743698425
824	0.3743236593
825	0.374276535
826	0.3742269389
827	0.3741648407
828	0.3741057536
829	0.3740576375
830	0.3740283305
831	0.3739748128
832	0.3739624736
833	0.3739167226
834	0.37387883
835	0.373817276
836	0.3737884878
837	0.3736995188
838	0.3736382802
839	0.3735773977
840	0.3735455271
841	0.3734952901
842	0.3734271037
843	0.3734226176
844	0.3734061534
845	0.3733513082
846	0.3733254496
847	0.3733033549
848	0.3732791595
849	0.3732622172
850	0.3732207235
851	0.373170461
852	0.3731200104
853	0.3730737508
854	0.372980545
855	0.3729377797
856	0.3728797506
857	0.3728495483
858	0.3728064677
859	0.3728022156
860	0.3727680766
861	0.372729777
862	0.3726492666
863	0.3725936483
864	0.3725598094
865	0.3725361837
866	0.3724572856
867	0.3724237976
868	0.3723910319
869	0.3723237101
870	0.372240565
871	0.3722051697
872	0.3721389923
873	0.3720610657
874	0.3720043793
875	0.3719542185
876	0.3719189657
877	0.3718752696
878	0.3718340963
879	0.371765269
880	0.3717025604
881	0.3716713257
882	0.3716176707
883	0.3715517069
884	0.3714970907
885	0.3714536591
886	0.3713963165
887	0.3713548584
888	0.3712450968
889	0.3712268473
890	0.3711742961
891	0.3711309713
892	0.3711000875
893	0.3710257314
894	0.3709807739
895	0.3709506327
896	0.3709210103
897	0.3708917287
898	0.3708377736
899	0.3707453868
900	0.3706944326
901	0.3706597748
902	0.3706386414
903	0.3705803935
904	0.3705333761
905	0.3704747314
906	0.3704114736
907	0.3703603058
908	0.3703379466
909	0.3703119914
910	0.3702855988
911	0.3702539266
912	0.3702221934
913	0.3702016195
914	0.3701246999
915	0.3700441182
916	0.3699988403
917	0.3699153951
918	0.3698573201
919	0.3698422597
920	0.3697979635
921	0.3697032572
922	0.3696365356
923	0.369569636
924	0.3695446879
925	0.3695249278
926	0.3695236155
927	0.3694811757
928	0.369429774
929	0.3693892314
930	0.3693058472
931	0.3692269694
932	0.3691638794
933	0.3691267242
934	0.3690832977
935	0.3690742493
936	0.3690143229
937	0.368978775
938	0.3689263458
939	0.3688798065
940	0.3688513896
941	0.3687889303
942	0.368773407
943	0.3686994527
944	0.368649353
945	0.3685936788
946	0.3685436198
947	0.3685151062
948	0.3684782003
949	0.3684148305
950	0.3683521067
951	0.3683140361
952	0.36829953
953	0.3682979635
954	0.3682454376
955	0.368231959
956	0.3681736908
957	0.3681477966
958	0.3681198527
959	0.3680535227
960	0.3680068003
961	0.3679949137
962	0.3679476725
963	0.3679091797
964	0.3678722026
965	0.3678413951
966	0.3677700144
967	0.3677245178
968	0.3676631927
969	0.3676140544
970	0.3675818939
971	0.3675284882
972	0.3674818064
973	0.367453064
974	0.3674154053
975	0.3673758952
976	0.3673237559
977	0.3673029327
978	0.3672444865
979	0.3672023722
980	0.367133016
981	0.3670823059
982	0.367047526
983	0.3670153097
984	0.3669802094
985	0.3669770457
986	0.3669464111
987	0.3669034475
988	0.3668430735
989	0.3668325806
990	0.3667767181
991	0.3667112935
992	0.3666770579
993	0.3666540985
994	0.3666255391
995	0.3665266469
996	0.3664896698
997	0.3664640605
998	0.3664496867
999	0.3664116364
