LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,DEFAULT_PAYMENT_NEXT_MONTH,TOTAL_BILL_AMT,TOTAL_PAY_AMT
70000.0,2,2,2,26,2,0,0,0,0,0,1,391434.0,19023.0
30000.0,2,2,1,22,0,-1,-1,-1,-1,-1,0,8757.0,6526.0
460000.0,1,4,2,28,-1,-1,0,-1,-1,-1,0,134617.0,84721.0
220000.0,1,3,1,65,-1,-1,-1,-1,-1,-1,0,10272.0,11850.0
50000.0,1,3,3,55,0,0,0,0,0,0,1,172663.0,10506.0
160000.0,1,3,1,54,-1,2,-1,0,0,0,1,5070.0,1950.0
210000.0,1,1,2,30,0,0,2,0,0,0,0,604549.0,25000.0
290000.0,2,2,2,38,-2,-2,-2,-1,0,0,0,75718.0,27654.0
200000.0,1,2,2,29,-1,-1,-1,-2,-2,-2,1,15546.0,9117.0
460000.0,1,1,2,28,0,0,-1,-1,-1,0,0,47389.0,17197.0
350000.0,1,1,1,55,-1,-1,-1,-1,-1,-1,0,87468.0,85674.0
70000.0,1,1,1,42,0,0,0,0,0,0,0,345356.0,27138.0
30000.0,2,3,2,26,0,0,0,0,0,0,0,178204.0,9396.0
130000.0,2,1,2,27,1,-1,0,-1,-1,0,0,19744.0,54576.0
50000.0,1,2,2,27,1,2,0,0,0,2,0,224464.0,10008.0
240000.0,2,2,2,27,-2,-2,-1,2,0,0,1,10688.0,3625.0
230000.0,2,1,1,49,-2,-2,-2,-2,-2,-2,0,23307.0,25972.0
80000.0,2,2,1,47,-1,2,2,-1,-1,-1,0,25801.0,25227.0
260000.0,1,2,2,31,0,0,0,0,0,0,0,15253.0,4961.0
130000.0,2,1,2,25,-1,-1,-1,-1,-1,-1,0,11178.0,10626.0
260000.0,1,5,1,42,0,0,0,0,0,0,0,1104629.0,234240.0
310000.0,2,2,2,28,0,0,0,0,0,0,0,497918.0,33000.0
110000.0,2,2,2,26,0,0,0,0,0,0,0,288458.0,12500.0
500000.0,2,3,1,49,-1,-1,-1,2,-1,0,1,8168.0,12837.0
300000.0,2,1,1,47,-1,-1,-1,-1,-1,-1,1,3350.0,3583.0
20000.0,2,3,1,53,0,0,0,0,0,0,0,85552.0,6910.0
80000.0,2,2,2,26,1,-2,-2,-2,-2,-2,0,0.0,0.0
210000.0,2,1,1,31,0,0,0,0,0,0,0,794247.0,48586.0
260000.0,1,3,1,63,0,0,0,0,0,2,0,1540899.0,56242.0
20000.0,1,1,1,36,0,0,0,0,0,0,1,96017.0,5113.0
10000.0,1,3,1,41,1,4,3,2,0,0,0,60802.0,302.0
180000.0,2,3,2,25,0,0,0,0,0,0,0,580874.0,21112.0
430000.0,1,2,1,32,1,-1,-1,-2,-2,-2,1,2500.0,2500.0
360000.0,2,1,1,37,-1,-1,-1,0,0,-1,0,15065.0,8281.0
50000.0,2,2,1,42,0,0,0,0,0,0,0,177703.0,8062.0
260000.0,2,2,1,46,-2,-2,-2,-2,-2,-2,0,1189.0,10489.0
500000.0,2,3,1,36,0,0,0,0,0,0,0,317991.0,29367.0
440000.0,2,2,2,35,-1,0,0,-1,-1,-1,0,13419.0,5518.0
30000.0,1,2,2,24,-2,-2,-2,-2,-2,-2,0,0.0,0.0
20000.0,1,2,1,43,1,2,2,2,2,0,0,40974.0,3289.0
50000.0,1,2,1,43,0,0,0,0,0,0,0,244199.0,12212.0
140000.0,2,1,2,31,0,0,0,0,0,0,0,35532.0,6800.0
210000.0,2,2,2,54,0,0,0,0,0,0,0,999784.0,35598.0
440000.0,1,1,1,79,0,0,0,0,0,0,0,2647383.0,96755.0
50000.0,2,2,1,26,0,0,0,0,0,-1,0,178654.0,26592.0
30000.0,1,2,1,48,0,0,0,0,0,0,0,182879.0,5087.0
150000.0,2,3,2,28,0,0,0,0,0,0,0,608285.0,23807.0
290000.0,2,1,2,36,1,2,2,2,2,0,1,1015319.0,31594.0
70000.0,2,2,2,26,0,0,0,0,0,-1,0,182814.0,34156.0
310000.0,1,1,2,32,0,0,0,0,0,-1,0,109505.0,69779.0
400000.0,2,1,1,28,-1,-1,2,0,0,0,0,2000163.0,460576.0
520000.0,2,1,1,46,1,2,2,0,0,2,0,405164.0,70022.0
20000.0,2,1,2,23,0,0,2,0,0,0,1,53621.0,4961.0
50000.0,1,2,3,35,0,0,0,0,0,0,1,130341.0,47604.0
300000.0,2,1,2,27,-1,-1,-1,0,0,0,0,467910.0,322860.0
400000.0,2,1,1,40,-1,-1,-1,-1,-1,-1,0,187828.0,194530.0
340000.0,2,1,1,35,1,-1,-1,-1,-2,-1,1,6384.0,6453.0
50000.0,2,2,2,28,0,0,0,0,0,0,0,141151.0,45780.0
230000.0,2,1,2,30,0,0,0,0,0,0,0,1302735.0,72263.0
50000.0,2,2,1,22,0,0,0,0,0,0,1,174639.0,7886.0
50000.0,1,2,2,34,1,2,2,2,0,0,0,249747.0,37782.0
80000.0,1,1,2,28,0,0,0,0,0,0,0,267877.0,10648.0
20000.0,2,2,1,27,-1,-1,2,0,0,0,0,97858.0,23809.0
100000.0,1,2,1,28,-1,-1,-2,-2,-2,-2,0,10000.0,0.0
70000.0,1,2,2,26,0,0,0,0,0,2,0,299866.0,14030.0
50000.0,2,2,1,22,0,0,2,0,0,0,0,162318.0,8055.0
50000.0,2,2,2,47,0,0,0,0,0,0,1,304721.0,15500.0
80000.0,2,1,2,25,0,0,0,0,0,0,0,181716.0,32773.0
200000.0,2,2,1,44,1,-2,-2,-2,-2,-2,0,0.0,0.0
360000.0,2,1,2,39,-1,-1,-2,-2,-1,-1,1,1976.0,5247.0
80000.0,1,2,1,36,3,2,2,4,4,3,1,3300.0,0.0
160000.0,1,3,1,40,0,0,0,0,0,0,0,932419.0,38044.0
120000.0,1,2,1,40,0,0,0,0,0,0,0,323484.0,25847.0
150000.0,1,1,1,49,0,0,0,2,0,0,0,139416.0,7070.0
10000.0,2,2,2,27,1,2,0,0,0,0,0,37384.0,3787.0
210000.0,2,2,1,46,-1,2,-1,-1,-2,-2,0,22633.0,21451.0
390000.0,2,1,2,27,0,0,0,0,0,0,1,1772871.0,62172.0
80000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,0,23025.0,19125.0
50000.0,1,2,2,43,0,0,0,-2,-2,-2,0,37662.0,3505.0
130000.0,2,3,1,23,0,0,0,0,0,0,0,482056.0,18397.0
360000.0,2,2,2,39,-1,2,2,-2,-2,-2,0,1310.0,0.0
500000.0,2,2,2,28,0,0,0,0,0,0,0,533619.0,260461.0
290000.0,1,2,2,34,1,-2,-1,0,0,0,1,23264.0,10524.0
100000.0,2,2,2,30,1,-2,-2,-2,-2,-2,0,-24.0,0.0
20000.0,1,2,1,32,2,0,0,2,0,0,1,117073.0,7520.0
280000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,0,2459.0,2459.0
520000.0,1,1,2,39,-1,-1,-1,-1,-1,-1,0,118815.0,113441.0
130000.0,2,2,1,45,0,0,0,0,0,0,0,339816.0,14522.0
20000.0,1,1,2,27,0,0,0,0,0,0,0,112100.0,4308.0
600000.0,1,1,1,53,2,2,0,0,0,0,1,2718542.0,91000.0
290000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,0,37842.0,25732.0
160000.0,1,1,1,51,2,3,2,0,0,0,1,487064.0,20000.0
50000.0,2,2,2,23,0,0,0,0,0,0,0,199975.0,7829.0
180000.0,2,1,2,31,-1,-1,-1,-1,0,0,1,14525.0,5063.0
500000.0,2,2,1,45,-2,-2,-2,-2,-2,-2,0,845617.0,539828.0
160000.0,2,2,1,38,-1,0,0,0,0,0,0,426103.0,35000.0
10000.0,1,2,2,24,0,0,0,0,0,-2,0,32417.0,3314.0
10000.0,2,2,2,32,0,0,0,0,0,0,0,56713.0,5200.0
420000.0,1,1,2,34,0,0,0,0,0,0,0,843159.0,35600.0
10000.0,2,2,1,31,3,2,0,0,0,0,0,54135.0,3480.0
20000.0,2,2,1,44,8,7,6,5,4,3,1,97021.0,780.0
20000.0,1,2,2,40,1,4,3,2,2,2,0,99364.0,2003.0
250000.0,2,1,1,42,-1,-1,-2,-2,-2,-2,0,16240.0,0.0
30000.0,1,2,1,35,0,0,0,2,0,0,1,69474.0,7476.0
80000.0,2,3,1,25,-2,-2,-1,-1,-2,-2,0,22046.0,22056.0
30000.0,2,3,2,26,0,0,0,0,-1,-1,0,133867.0,66219.0
230000.0,2,5,1,39,-1,-1,0,0,-2,-2,0,158759.0,121280.0
30000.0,2,1,2,27,0,0,0,0,0,0,0,157460.0,12000.0
50000.0,2,2,2,26,-1,-1,-1,-1,-1,-1,0,4028.0,3638.0
50000.0,1,2,2,39,0,0,0,0,0,0,0,105433.0,11005.0
180000.0,2,1,2,33,-1,0,0,0,0,0,0,237529.0,68000.0
500000.0,2,1,1,35,-1,-1,-1,-1,-1,-1,1,61389.0,58644.0
20000.0,2,2,1,46,3,2,2,2,3,5,1,93830.0,11000.0
80000.0,1,1,2,40,-1,-1,0,0,0,0,0,200395.0,49200.0
230000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,1,6674.0,5355.0
160000.0,2,1,1,33,-1,-1,-1,-1,0,0,0,21957.0,14755.0
290000.0,2,2,2,29,-1,0,0,0,0,0,0,170469.0,24280.0
360000.0,1,1,2,27,-2,-2,-2,-2,-2,-2,0,11020.0,8264.0
300000.0,2,1,1,39,-2,-2,-2,-2,-2,-2,0,26758.0,32605.0
50000.0,2,2,2,24,0,0,0,0,0,0,0,282109.0,10110.0
30000.0,2,2,2,27,0,0,2,0,0,0,0,166013.0,3500.0
270000.0,1,2,2,37,0,0,0,0,0,0,0,180209.0,19000.0
50000.0,2,2,2,55,0,0,0,0,0,0,0,204014.0,8806.0
220000.0,2,1,1,43,-1,3,2,0,0,0,1,5617.0,167.0
60000.0,1,2,2,37,1,-2,-2,-1,-1,-1,0,-566.0,2950.0
250000.0,2,1,1,42,-1,-1,2,0,-1,2,0,7254.0,8097.0
30000.0,2,2,2,26,2,2,2,2,0,0,1,142271.0,3400.0
200000.0,1,3,1,38,0,0,0,0,0,0,0,1056090.0,41346.0
50000.0,1,3,1,39,0,0,-2,-2,-2,-2,1,51400.0,0.0
230000.0,1,2,1,33,1,2,2,0,0,0,0,972409.0,32243.0
50000.0,2,2,2,24,2,2,7,7,7,7,1,14400.0,0.0
500000.0,1,1,2,32,0,0,0,0,0,0,0,1092167.0,37706.0
230000.0,2,2,1,35,0,0,0,0,0,0,0,390131.0,18000.0
60000.0,1,1,2,29,0,0,0,0,0,0,0,94598.0,10500.0
160000.0,2,3,1,30,-1,-1,0,-1,-1,-1,0,47105.0,47915.0
110000.0,1,2,1,39,0,0,0,0,0,0,0,229448.0,19007.0
230000.0,2,2,1,39,2,0,0,0,0,0,1,913638.0,41816.0
150000.0,2,3,1,41,0,0,0,0,0,-2,0,85209.0,4000.0
200000.0,2,2,2,32,-2,-2,-2,-1,0,0,0,9141.0,4244.0
420000.0,1,3,1,53,-1,-1,-2,-2,-2,-2,0,-11048.0,5.0
30000.0,2,2,2,25,2,0,0,0,0,0,1,86050.0,4993.0
20000.0,2,2,2,21,0,0,0,0,0,0,0,65318.0,30106.0
20000.0,2,1,2,24,0,0,-1,-1,-1,2,0,56001.0,38311.0
50000.0,2,2,2,27,2,2,2,2,0,0,1,267054.0,7966.0
230000.0,1,1,2,32,-2,-2,-2,-2,-2,-2,0,13980.0,2223.0
30000.0,2,1,2,28,0,-1,-1,-1,-2,-2,0,17555.0,3987.0
50000.0,1,2,1,48,2,0,0,0,0,0,0,210385.0,6467.0
50000.0,1,1,2,24,0,0,2,2,2,2,1,195153.0,9800.0
80000.0,2,2,2,30,0,0,0,0,0,0,0,466379.0,60134.0
120000.0,2,1,1,42,0,0,0,0,0,0,0,700100.0,34298.0
220000.0,2,1,1,33,0,0,0,0,0,0,0,1168590.0,63140.0
200000.0,1,3,2,33,0,0,0,0,0,0,0,859491.0,29344.0
50000.0,2,2,1,37,0,0,0,0,0,0,0,231334.0,8388.0
300000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,0,149547.0,129248.0
250000.0,2,1,2,32,0,0,0,0,-1,-1,0,100294.0,9951.0
170000.0,1,1,2,48,0,0,0,-1,0,0,0,356296.0,355988.0
210000.0,2,1,2,30,0,0,0,0,0,0,0,545972.0,23240.0
80000.0,2,2,2,22,0,0,0,0,0,0,0,299970.0,19595.0
140000.0,2,2,2,24,0,0,0,0,0,0,0,217561.0,14116.0
50000.0,1,2,1,46,0,0,-2,-2,-1,0,0,152273.0,52861.0
80000.0,2,3,2,50,0,0,0,0,0,0,0,285787.0,10478.0
20000.0,1,2,1,43,2,2,2,2,4,3,1,108168.0,7300.0
260000.0,2,1,2,30,0,0,0,0,-1,-1,0,306111.0,55002.0
200000.0,2,1,2,28,-1,-1,2,-1,-1,-1,0,105096.0,29648.0
220000.0,1,1,2,38,0,0,0,0,0,0,1,1188181.0,45147.0
30000.0,1,1,2,26,1,-1,-1,-2,-2,-2,0,780.0,8780.0
210000.0,2,2,1,35,-1,-1,-1,-1,0,-1,1,14452.0,16321.0
350000.0,2,3,1,38,-2,-2,-1,0,0,0,0,27443.0,13675.0
50000.0,2,3,1,58,0,0,0,0,0,0,0,52951.0,5500.0
50000.0,1,2,2,24,0,0,0,0,0,0,0,217927.0,7632.0
70000.0,1,1,2,31,0,0,-2,-2,-2,-2,0,45450.0,0.0
240000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,0,3774.0,4120.0
150000.0,2,2,1,50,3,2,0,0,-2,-1,0,12542.0,3322.0
290000.0,1,1,1,47,-2,-2,-2,-2,-2,-2,0,96603.0,96435.0
30000.0,2,2,1,39,0,-1,-1,2,0,0,0,158075.0,33920.0
180000.0,2,3,1,39,1,-2,-2,-1,3,2,0,750.0,945.0
340000.0,1,2,1,35,0,0,0,0,0,0,0,256156.0,12000.0
80000.0,2,2,2,26,0,0,0,0,0,0,0,278645.0,16566.0
280000.0,2,1,1,41,0,0,0,0,0,0,0,490882.0,19707.0
200000.0,1,1,2,28,-2,-2,-2,-2,-2,-2,0,14896.0,14675.0
230000.0,2,1,1,30,0,0,0,0,0,0,0,29945.0,11326.0
80000.0,2,3,2,40,2,2,0,0,0,0,1,354510.0,9720.0
130000.0,1,1,2,33,1,2,2,2,0,0,0,234832.0,11100.0
160000.0,1,2,2,43,0,0,-2,-2,-2,-2,0,8460.0,0.0
30000.0,2,3,1,38,2,2,0,0,2,2,1,43862.0,4800.0
300000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,1,0.0,0.0
350000.0,2,1,1,44,0,0,0,0,-1,-1,0,354183.0,13150.0
500000.0,2,1,1,36,0,0,0,-1,-1,-1,0,204465.0,115079.0
50000.0,1,1,2,30,1,2,0,0,2,0,1,296777.0,11815.0
230000.0,2,2,1,28,0,0,0,0,0,0,0,187261.0,77235.0
140000.0,1,1,1,43,-1,-1,-1,-1,-1,-1,0,9352.0,8933.0
220000.0,2,2,2,41,0,0,0,0,0,0,1,116862.0,14017.0
80000.0,1,3,2,34,0,0,0,0,0,2,1,394720.0,18600.0
80000.0,1,3,1,34,1,2,2,2,2,2,1,445099.0,15237.0
310000.0,2,1,2,29,0,0,0,0,0,0,0,215217.0,93750.0
330000.0,1,2,2,28,0,0,0,0,0,0,0,260235.0,17203.0
500000.0,1,3,1,39,0,0,0,0,0,0,0,2114112.0,140730.0
30000.0,1,1,1,31,1,2,2,2,2,2,1,92081.0,5100.0
10000.0,1,2,2,28,-1,2,-1,2,3,2,1,32529.0,9749.0
20000.0,1,3,2,32,0,0,0,0,0,2,0,29471.0,5208.0
310000.0,2,1,2,32,-2,-2,-2,-2,-2,-2,0,131730.0,50545.0
280000.0,1,2,2,32,0,0,0,0,0,0,0,240484.0,21200.0
80000.0,2,2,2,33,-2,-2,-1,-1,0,0,0,250600.0,67228.0
50000.0,1,2,1,36,1,-2,-2,-2,-2,-1,0,2949.0,2322.0
40000.0,2,2,1,45,1,2,0,0,0,0,1,71890.0,3200.0
80000.0,2,1,2,25,0,0,0,0,0,0,0,269830.0,19276.0
20000.0,1,3,1,51,2,0,0,0,0,0,0,100133.0,5096.0
50000.0,1,2,2,39,0,0,0,0,0,0,0,293749.0,11538.0
50000.0,1,2,2,33,1,2,2,2,2,2,1,255458.0,13300.0
140000.0,2,3,1,44,1,-1,-1,-1,-1,-1,0,11217.0,11235.0
220000.0,2,1,2,35,-1,-1,-1,-1,-1,-1,0,35497.0,33360.0
20000.0,2,1,2,23,0,0,2,0,0,0,0,54468.0,3873.0
20000.0,1,2,2,25,1,2,0,0,0,0,0,81026.0,3176.0
20000.0,1,2,2,22,1,2,2,2,0,0,0,86365.0,4683.0
330000.0,2,2,2,33,1,-2,-2,-1,0,0,0,183262.0,108103.0
80000.0,2,2,2,45,0,0,0,0,0,0,0,430687.0,14504.0
250000.0,1,2,2,44,0,0,0,0,0,0,0,936857.0,42906.0
240000.0,2,2,2,42,1,2,2,0,0,0,1,1050307.0,31600.0
100000.0,2,2,1,30,0,0,0,0,0,0,0,481638.0,21100.0
80000.0,2,2,1,40,2,2,2,2,0,0,1,420756.0,13420.0
170000.0,2,1,2,27,-1,-1,2,-1,-1,-1,0,4772.0,4480.0
50000.0,1,1,2,30,0,0,0,2,2,2,1,342551.0,14700.0
30000.0,2,2,1,30,0,0,0,0,0,0,0,163822.0,6355.0
80000.0,1,2,1,25,1,2,2,0,0,0,0,437963.0,13918.0
210000.0,1,2,2,26,0,0,-2,-2,-1,2,0,15228.0,5103.0
50000.0,1,1,2,34,0,0,0,0,0,-2,0,148199.0,4300.0
500000.0,2,2,1,34,0,0,0,0,0,0,0,831283.0,99093.0
160000.0,2,2,2,27,1,-1,-1,-2,-2,-1,1,4274.0,5240.0
30000.0,2,2,2,31,0,0,0,-2,-2,-2,0,57730.0,5000.0
180000.0,2,4,1,28,2,0,0,0,0,0,0,373298.0,10621.0
140000.0,1,2,2,29,0,0,0,0,-2,-2,0,243814.0,7000.0
50000.0,2,1,1,38,2,3,2,0,0,0,0,272122.0,21200.0
20000.0,1,3,2,27,0,0,0,0,0,0,1,94778.0,11348.0
20000.0,1,3,1,69,0,0,0,0,0,0,0,113848.0,8931.0
110000.0,1,2,1,34,1,2,3,2,0,0,1,340951.0,16300.0
290000.0,2,1,2,36,0,0,0,0,0,0,0,337537.0,14632.0
90000.0,2,2,2,28,0,0,0,0,0,0,0,225896.0,8819.0
280000.0,2,2,2,43,0,0,0,0,0,0,0,1102034.0,43300.0
110000.0,2,2,1,28,1,2,0,0,0,0,0,514503.0,23027.0
200000.0,2,3,1,50,0,0,0,0,0,0,0,782542.0,36300.0
350000.0,1,1,2,31,0,-1,-1,-2,-2,-2,0,52900.0,1000.0
50000.0,1,2,2,22,2,2,2,0,0,0,0,210122.0,10472.0
650000.0,2,1,2,29,1,-1,-1,-1,0,0,0,35189.0,17000.0
120000.0,1,3,1,36,-1,-1,-1,-1,-1,0,0,2282.0,1920.0
370000.0,2,3,2,27,0,0,0,0,0,0,0,833412.0,127500.0
30000.0,1,3,1,64,2,2,2,0,0,0,1,93775.0,8600.0
200000.0,2,2,1,34,1,-1,-1,-1,0,0,1,18392.0,14193.0
50000.0,1,1,2,29,-1,0,0,2,0,0,0,143938.0,11500.0
30000.0,2,3,1,26,3,2,2,2,2,2,1,63117.0,5105.0
240000.0,1,1,2,40,-1,-1,-1,-1,-1,-1,0,54043.0,80669.0
30000.0,1,3,1,53,1,2,2,2,2,2,1,124728.0,7903.0
500000.0,2,3,2,36,-2,-2,-2,-2,-2,-2,0,82403.0,69361.0
170000.0,2,2,1,23,2,0,0,0,0,0,0,808980.0,27137.0
150000.0,1,1,2,50,-1,-1,-1,-1,-1,2,0,31595.0,30125.0
140000.0,1,1,2,43,0,0,0,0,0,0,1,828634.0,33079.0
50000.0,1,1,1,28,0,0,-2,-2,-2,-2,1,4545.0,0.0
30000.0,2,2,1,42,0,0,0,0,0,2,0,174456.0,9958.0
30000.0,2,2,2,23,0,0,0,0,0,0,0,89482.0,7200.0
100000.0,1,2,1,46,-1,-1,0,-1,-1,-1,0,16496.0,14859.0
50000.0,2,1,2,24,0,0,0,0,0,0,0,194821.0,14333.0
200000.0,2,2,1,29,1,2,0,0,0,2,0,305418.0,11471.0
20000.0,2,2,2,30,0,0,0,0,0,0,0,114684.0,7240.0
50000.0,1,2,1,43,0,0,0,0,0,0,0,53551.0,3648.0
150000.0,2,2,1,28,0,-1,-1,-1,0,0,0,42703.0,33006.0
200000.0,1,3,2,36,-2,-2,-2,-2,-2,-2,1,45810.0,40714.0
500000.0,1,3,2,32,0,0,2,0,0,0,0,928999.0,83656.0
50000.0,1,2,2,52,0,0,0,0,0,0,1,207738.0,9574.0
80000.0,2,2,1,37,-2,-2,-2,-2,-2,-2,0,10897.0,10789.0
30000.0,1,2,2,26,0,0,0,0,2,0,0,156762.0,13340.0
230000.0,2,3,2,25,0,0,0,0,-1,-1,0,176888.0,107227.0
180000.0,1,1,1,32,-2,-2,-2,-2,-2,-2,0,0.0,0.0
230000.0,2,1,2,28,0,0,0,0,0,0,1,265413.0,13001.0
50000.0,2,2,2,30,1,3,2,2,2,2,1,289921.0,9700.0
30000.0,1,1,2,32,0,0,2,0,0,0,0,180391.0,10400.0
60000.0,1,2,2,29,2,2,2,2,2,2,0,299072.0,10100.0
50000.0,2,2,1,39,1,-2,-2,-1,-1,-1,0,2999.0,3389.0
90000.0,2,2,1,42,-1,-1,-1,-1,-1,-1,0,19551.0,29577.0
270000.0,1,2,1,49,-2,-2,-2,-2,-2,-2,0,-1038.0,0.0
300000.0,2,2,1,46,1,-2,-1,0,-1,-1,0,17211.0,21249.0
180000.0,2,3,1,64,0,0,0,0,0,0,0,761957.0,32555.0
180000.0,2,1,1,36,0,0,0,0,0,0,0,50874.0,7600.0
50000.0,2,2,1,47,2,0,0,2,2,2,1,85137.0,7490.0
140000.0,2,3,1,38,2,2,2,0,0,2,0,764091.0,38000.0
200000.0,2,3,1,55,2,2,3,2,2,2,0,982169.0,35001.0
80000.0,1,2,2,27,2,-1,-1,0,0,0,0,110113.0,40774.0
160000.0,2,2,2,33,0,0,0,0,0,0,0,840555.0,31211.0
220000.0,1,1,2,25,0,0,-1,0,-1,2,0,51479.0,13387.0
180000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,0,1430.0,1430.0
330000.0,2,1,2,30,-1,-1,-2,-2,-2,-2,0,168005.0,184598.0
60000.0,2,1,2,27,-1,-1,2,0,0,0,0,37136.0,12576.0
130000.0,1,2,2,37,0,0,0,0,0,0,0,759640.0,32500.0
50000.0,2,2,2,24,-2,-2,-2,-1,0,0,0,175508.0,27985.0
10000.0,1,1,1,42,4,3,2,2,2,0,0,42948.0,2690.0
220000.0,2,3,2,33,-1,0,0,0,0,0,0,1068565.0,40107.0
320000.0,2,1,2,24,0,0,0,0,0,0,0,402410.0,36002.0
200000.0,1,2,2,39,0,0,0,0,0,0,0,59756.0,5725.0
30000.0,2,3,1,29,-1,-1,-1,0,0,0,0,58571.0,35327.0
30000.0,2,2,2,24,0,0,0,0,0,0,0,186115.0,10464.0
